Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
67221,-1.912103161,-1.314145854,1.368629622,-0.28755811,-0.497743625,0.536009226,0.504050338,0.963109012,0.317837632,-0.263389688,1.037524842,-0.933593606,0.654240755,1.237438553,-0.196198887,0.70376705,-0.393658073,1.29753385,0.586784639,-1.085203189,-1.058459632,-0.914841369,0.155380309,-0.54515064,-0.899320395,-0.081402201,2.279865084,0.353624265,2499.728168,1
64820,0.396838666,1.766655489,-0.999006233,-1.030405737,1.112772518,0.768440731,0.767475918,1.030328732,1.033647178,-0.299801198,1.03606443,0.830696395,1.070533574,0.681661842,1.789621312,-1.220621431,-0.500309269,-1.359832589,-0.288232912,1.387578817,-1.993044895,0.950858967,1.21873097,-0.273816997,0.743427689,-0.888850061,0.111614599,-0.130704563,4105.436025,0
769,1.514517563,-1.836071988,-2.060443037,-1.188535454,-0.742084095,0.001467371,0.25453259,1.513191684,0.1697714,-0.271061008,-0.091383557,-0.952823966,0.891283035,-0.173462289,-0.08475205,-0.773627928,1.893553141,0.010036442,-0.519959275,0.047217935,0.639024076,1.075786081,0.189010445,-2.155523132,0.218594939,-0.075623022,1.544899771,1.108971647,524.5569251,0
59735,0.773083189,-0.784490643,1.090966675,1.988820054,0.140074848,-1.937790156,-1.015147536,0.189777614,0.840818906,1.359054156,0.276712125,0.827738989,-0.198402986,1.705970978,1.623411052,-0.87783662,0.521820725,-0.812877846,1.331279164,-1.924648291,-0.064062577,0.341119124,0.329522137,-1.620311935,0.83374851,1.139915996,-0.139434508,-0.464840968,3692.718308,0
64925,-0.603323565,1.144606282,1.553800501,-0.022086315,0.537432591,-1.221428498,-0.209587766,-1.65573451,1.16160694,0.9485543,-0.09698,0.241065401,1.629887869,-1.244011584,-0.972127629,0.217019303,0.495879829,0.73888798,1.466344792,-2.457200563,-0.796087039,-0.326752131,0.980071202,0.758083009,2.318765978,-1.672810451,-0.128712982,-0.376996003,1339.562826,0
5311,-1.586811716,0.209713299,-1.995080466,-0.781504463,0.129723049,-0.289005554,0.078013074,0.628871254,1.058928064,-0.643135792,-0.045508673,-1.459814921,-0.690901695,-0.940076562,0.138964199,-0.123259031,-1.891514522,-1.565910375,-0.886637937,-0.558132859,0.995692447,0.330861316,-1.676590218,-0.66655165,-1.66858907,-0.131750585,-0.375870676,-0.137273123,1906.835337,0
103355,-0.134268103,0.928045071,0.460054341,0.124041808,0.772229933,-1.135062346,0.290275017,0.591624723,-1.511985291,-1.037194698,-0.743663098,-0.361476532,2.012371447,0.219921115,0.720699592,-0.455669805,1.285489644,-1.764866043,1.716074987,-0.842421718,1.29861002,1.098204595,0.72294928,-1.961580543,1.464718553,-0.480843353,2.065657513,-0.827520281,4940.435429,0
85305,-0.159223878,0.542828351,0.226505352,1.896889156,-0.433564033,-0.524357563,0.313363151,1.553833142,-0.413817636,-0.413350297,0.28166857,0.144651392,0.123712252,0.085877854,0.772161782,-0.310978129,-1.038461603,-0.654454503,-0.089673728,-0.443152585,1.723733652,1.661468841,1.316299687,-0.624050875,-0.523253285,-0.577876236,1.387827629,1.291560959,3376.381903,0
159765,-0.96919961,1.469582537,-0.787475305,-0.389680642,0.62262704,-0.56055457,0.730832235,1.082084197,1.17180217,1.227160176,0.417800337,0.300157976,1.788689666,0.81712614,-1.082996508,0.674026755,-0.036353871,-0.725202123,0.782740911,-0.206940145,-1.031126528,-0.756012409,0.717588757,0.538250321,0.704467397,1.952823284,-0.058325337,1.260589856,3595.842486,0
130608,0.551037302,0.295427287,-1.394355667,0.687010709,0.6522282,-0.53040874,1.341720289,0.133984224,0.498136227,-2.127309541,0.985297669,1.033177141,-1.049103937,0.160551938,-1.215772881,-0.180907952,-0.704191344,-0.570936832,1.83127045,1.296336971,1.229261867,-1.518456565,0.315003135,-1.196435395,0.562198062,1.446399186,-0.321189188,-0.940908045,3012.35229,0
156730,1.846626501,0.663447729,0.991750345,1.186461037,0.968120077,1.437169855,1.012563707,-0.144311932,-0.04942904,0.083586743,0.392117916,1.15777393,-0.431438979,0.369034709,0.619424764,-0.681039472,0.239660529,-0.674964454,-0.162891907,1.424787149,0.389647191,0.309681983,0.802838042,1.036189655,1.415032936,-0.489602831,0.745008242,-0.749690559,1612.495122,0
84478,0.222282717,-0.724246532,0.179070531,-1.891423892,-1.885657948,-0.052978275,0.590319846,1.003636878,0.507650099,-0.308053673,0.881079326,-0.238624797,-1.602891765,0.996166354,-0.553264181,-1.305244211,1.53406121,0.687305399,0.261935012,2.232893097,-0.622646421,-1.795395584,-2.146139885,-0.550753181,0.107655661,-1.355335932,-1.86354064,-0.349269562,3375.904301,0
122537,0.160476207,0.586332976,0.254426457,-0.638412419,0.509046139,0.934670158,-1.257703991,-2.654947441,-1.10369477,1.19836901,-0.74427471,0.559321875,1.042247833,0.1407736,0.634452157,-0.902907023,-0.961422202,-0.084732586,0.723451529,1.708348681,1.209711815,0.276949801,-0.129630528,-0.385030822,-0.77443149,1.52095339,-2.173650702,1.202084826,2286.884343,1
149503,-0.937228049,-0.396126098,-0.621769353,1.061086628,0.90126977,0.163944945,1.186343236,0.241399966,0.786478519,0.981147826,1.423437923,1.607935934,0.253219091,0.679593987,1.43579703,1.068182441,-0.71894277,1.549092745,1.580300507,0.629570437,-0.88500122,0.222751799,-1.298310697,-0.774998062,0.290620972,0.401068663,-1.035920881,-0.354450795,4160.581932,0
130523,1.397414703,-0.453105868,-0.801909204,-0.699303439,-0.411458631,1.415746608,0.818806352,0.945660663,0.371459054,-1.468138127,-0.241253119,-1.018664297,2.016612423,-0.755640903,-0.656097777,-0.668193344,0.139581479,0.23087262,0.019939984,-1.401677026,-0.627752841,-0.132950312,0.383270597,-1.879939359,1.733050313,-1.1550871,0.375677954,0.157230466,2855.714743,0
2747,-0.075144167,0.894723515,-2.454973541,0.414625399,-0.547821424,1.020979605,-0.255791278,-0.121007203,0.085249976,1.196652535,-2.048754028,-0.607960206,-0.483983392,-0.689668702,-0.522200146,1.813745825,1.569999375,0.8822662,0.809379434,0.802090705,0.903328704,1.79003703,-1.004081451,-0.310641082,0.397121642,-0.910511209,1.061406069,-1.067222704,3856.408769,0
123855,-0.578963255,0.901623376,-0.22802803,-0.758481599,-0.701377605,-0.59151587,0.029739031,-0.382157862,-0.178911842,-2.333763907,-0.389490104,-1.655134965,1.337083178,0.881034754,-2.026181354,0.629566632,-0.424613417,0.579826536,-0.774266953,-1.577732919,-0.615280533,0.077094641,0.84985709,-0.097407923,-0.524055793,0.105174942,-1.244259058,1.521940594,4242.692032,0
65725,0.063688394,1.688442156,1.438826379,-0.445551904,-1.032005656,1.961629473,0.065580971,0.294843563,0.231058053,0.612276989,0.576680347,-0.63143223,0.079915105,0.121022475,0.80110227,-0.816495883,-0.71622703,-0.898250807,-1.481546176,0.331679839,0.406342231,0.552868473,-0.416031135,0.358202786,-0.106751826,1.754927139,1.538305757,-1.169195847,4105.777082,0
129981,0.471961333,1.623263185,-0.89025442,-0.567363806,0.665760054,-0.454522407,-0.437822324,1.349446683,-0.27427314,0.702050484,0.082204336,0.205781438,-0.093789188,0.169294225,2.130407245,-0.612630238,0.16390561,-0.520804397,-0.678477277,-1.488207069,-0.498674201,1.156706597,-1.28707451,-0.784789536,0.299264363,-0.367696455,-0.536203229,-0.4115218,2011.134221,1
84654,0.139215409,0.917315161,-1.522414694,0.636670154,2.281902917,0.200000666,-1.748034537,0.451043634,-0.323882241,1.685167132,-1.942012247,-2.11614624,-0.289383135,-0.693507825,-1.246852516,-2.108756774,0.007485937,0.99414979,-0.681247121,1.942353778,0.173755005,-0.069554432,-0.944461797,-1.654720507,0.165647626,0.453895598,0.426672932,-1.706275587,1844.414123,0
166845,1.206153396,-1.72044561,0.435664566,0.201580114,-0.556020022,0.377026833,-1.116542643,-0.677023285,1.788866494,0.227344865,0.215156421,0.437044995,-0.845147253,-0.408690214,1.243960368,-0.439766297,-1.024988861,-1.776129207,0.975123006,0.384182779,0.246351482,-0.394343929,-1.313197444,1.693113964,0.028019547,-0.591102624,-0.539643535,1.234999918,4345.468705,0
119346,0.383971553,1.827680983,0.620079998,0.098859445,-0.466548446,0.48836476,-0.906507285,1.216982039,-1.586527644,-0.664431195,0.126731486,-0.472344366,0.374247919,0.286704713,1.335451882,1.948526042,-0.40533042,0.486663742,-0.073471426,-0.206022001,-0.958560485,-0.363516527,-0.035306995,0.160044315,1.03112075,0.473878472,-0.116788042,-0.031370091,716.357693,0
67435,-0.283941811,0.917967671,-0.585905961,2.507495238,0.015396537,0.796179895,-1.967830123,1.411646504,-1.565968796,-1.008363162,-0.971433928,-0.062673763,0.211391736,-0.301099521,0.783983773,1.633212416,-1.967958114,-0.178251247,-0.610853808,-0.451213443,0.207474732,0.422080521,0.616567621,-0.099363638,2.073979999,-1.630050734,1.806321888,1.778620687,1397.739498,0
56886,0.401192216,-0.76586009,-0.348764465,1.739697407,-1.601975012,-0.756784419,-1.113266269,-0.807329403,0.781518153,1.46022818,0.564514442,-1.168871981,-1.572682769,-0.861946186,-0.605517423,1.608402522,-0.030413804,-0.744888403,-0.887299279,-0.03529812,-0.525902569,0.321816138,-0.644979984,1.028450319,0.999433393,0.638645827,-0.536098021,-0.980872865,605.9266788,0
66803,0.499637101,0.728909156,0.263903117,-1.981243621,-0.695548334,0.712335267,1.141199415,2.798565912,-1.219735606,1.69711148,-0.133829352,-0.102260787,-2.511212668,-0.850322365,-0.243409346,0.609259207,-1.245939322,-0.266284499,-0.41769434,-0.72711761,-0.956305398,1.711947181,-1.458903626,-0.998756401,0.672414814,0.241509656,-0.941332821,1.04930087,211.4145495,0
31551,-1.296375919,-1.037265741,-0.155549469,-0.443409673,-0.05696568,0.581145557,0.485918339,-0.000653074,-2.003530419,-0.448475231,-1.951081566,1.679199665,-0.312996582,-0.637331519,0.552393375,-0.177915959,2.468951858,1.620350948,0.917243553,-0.328119149,-1.113891582,-0.634759541,-0.013784298,-1.162324645,1.08282737,-0.825082103,0.666692092,0.393460236,3079.689425,0
116216,1.149419728,0.61863012,1.000129336,2.426463675,-0.893928323,0.000472035,-0.970984865,0.948425771,1.014266988,0.022189939,0.695075108,-0.399804165,1.161995268,-0.338943617,0.523118487,0.097806451,0.554835135,-1.723773974,-0.890040509,-2.004157792,-1.102689351,-0.235357105,-0.035706091,0.607382585,0.696232301,-3.351486446,0.974085906,-0.793321266,4504.001942,0
11394,-0.300904019,-1.316270041,2.437242576,-0.574590031,1.197441377,-0.189743504,-0.688223558,0.727462195,1.260069396,1.363305801,0.17481735,-2.212936979,0.222071117,-0.276515363,-0.250512921,0.544715501,0.253772687,-1.218683429,-0.127339179,-0.920869094,-0.606605226,0.954370297,-0.498992268,1.770669381,0.195098313,1.625315862,-1.507826354,-0.659228415,647.9506166,0
69092,-0.275323224,-0.808218409,-1.709163555,2.087745986,-1.293817365,-0.808101646,1.229183626,-0.698001655,-1.308035777,0.769068397,1.513559211,1.213772279,-1.302716307,1.568376755,0.460405221,-0.016283758,0.526953312,-1.938022911,-0.382205235,-1.162303297,0.574201886,0.656508566,-0.784872187,-1.439464719,-0.529382744,-1.739700822,0.367477081,0.547786797,3978.749419,0
3890,0.751375987,0.709929129,1.229755131,-0.426326815,0.901005324,0.480351162,1.204467208,-0.451526017,-1.795328223,-0.186778804,-0.864945974,0.542447847,-1.773845934,0.92417435,-0.361099462,-0.786084272,-0.491359736,-0.438024316,0.354213596,0.520984432,-1.363825391,-0.056922234,1.279710525,-0.065408905,-0.529521978,1.261779657,0.536694753,-0.038072759,1897.32021,0
41606,0.747165224,1.072886743,0.105259701,-0.233997571,1.468502272,-0.66046952,0.069887996,0.06770781,-1.218776233,-0.759659118,-0.233042663,0.094042791,1.154796328,0.296919807,-0.112562383,-0.071951965,-0.142180332,-0.624613005,1.84091938,0.0334739,0.083510933,-0.195415257,-0.592483949,0.303312581,0.03772073,-0.826475837,1.745147985,-0.684437836,3091.076437,0
87313,-0.700831679,0.325436859,1.388200939,0.863571359,0.381724745,0.23788077,1.174797693,-1.870061099,-0.699909412,-0.841293742,1.065993436,0.568052156,-1.653042215,1.862391968,-0.202848385,-1.352755604,0.505392734,0.160555098,-0.651979882,0.866606262,0.374757701,-0.501509232,-1.441097195,0.405238959,0.342352027,0.380975185,-0.402357383,1.748246412,3818.944895,0
141699,0.802901618,-0.286168637,0.724354511,-0.090207175,-0.137450557,-0.101329023,-0.765904011,0.820977562,1.913912846,0.953354863,-0.915620905,0.082516173,0.759340293,-0.115542837,1.094822952,0.59474971,-0.975885543,-0.479477928,0.317385936,-0.420878261,1.000507818,-0.904369407,-0.088250369,-0.357405604,1.188374015,0.614614205,1.346863883,0.04440464,3550.687991,1
8792,-0.560448151,-2.114866295,0.06115646,0.49462464,0.246281813,-1.334160756,0.22735992,-1.895746143,-0.429747086,-0.367002799,1.030749416,1.64326624,0.569041958,0.475484268,-1.428510672,-0.9088535,0.683100698,0.450951467,-0.015325998,0.113091958,-0.545002516,-0.024788763,0.527322434,-0.968526363,-0.056354844,1.655411337,0.161339766,-0.375065512,684.3830561,0
154969,1.819573047,-0.2090211,0.760022942,1.574948699,-0.440563534,-0.933438514,-1.474350856,0.014667373,0.831857704,-0.406618945,1.056829609,0.751999529,1.634661024,0.328813653,0.649896805,0.569674579,2.107121458,-0.787730735,-0.466105193,-2.0333942,0.162677447,0.583973885,0.460751675,-2.122630984,-0.298766079,-1.083933088,-0.299395689,-1.081641875,577.8136499,0
68148,-0.828193981,0.533485077,-0.394155771,0.758800934,-2.036068198,0.404775858,-0.364320163,-0.671713657,0.721767256,0.611903666,0.313780373,-0.456424733,-0.629149255,0.472545518,0.359258818,-1.080172848,-1.479898408,2.097442255,0.050415085,0.910923456,-1.155305462,0.369600642,-1.599409174,1.958567455,0.323123531,-0.039378995,-0.742520294,-0.5204083,4621.042663,0
124243,0.239477462,-0.316765106,-0.774301422,0.141532132,-0.979252333,-0.524318114,0.028076534,0.57880911,1.322421182,0.080601799,-0.165128814,1.491954942,0.939305331,-0.748421969,-2.269182455,-0.166274213,0.532776609,0.614950834,1.81979916,1.266612852,-1.302116327,-0.082360204,1.217860152,1.545763739,0.47902652,-0.963998754,0.496501994,-2.142999638,398.276279,0
120174,-0.782017637,-0.022577941,0.810863116,1.673526842,-0.011179115,-0.558420168,-1.685058897,-2.204173385,-0.625980753,0.389440018,-0.647286812,1.819984864,1.399871879,-0.304437577,0.871024481,0.274995332,-0.818443566,0.515683729,-0.069041171,0.650911828,0.362442455,0.318445556,0.210398802,-0.721939937,-0.529584089,-1.044207097,-1.167987824,0.002000935,1092.780062,0
154555,2.222695629,-0.185617468,-0.844328449,0.876687476,-0.940686885,-0.763947402,0.59311612,-1.662199496,-0.010194128,-0.324033411,-0.721082717,0.910363952,-1.337126179,-0.811531921,0.99578612,-0.164002918,0.690946053,0.626507866,-0.069167206,-0.880534025,2.068619204,-0.953435991,0.570832407,-0.043126015,-0.668279667,0.093257337,-1.092444775,0.733285156,2192.298832,0
124358,-1.237820944,-0.321706218,0.642372592,-0.733543163,-0.413122886,-0.730011523,0.760201633,-0.596758318,-0.219199221,-0.365611319,0.310830724,0.406929589,0.133061965,0.407657602,-0.405218435,0.639800088,0.338903931,-1.045951492,-0.378771711,0.553901264,0.660339299,0.56686301,2.651561551,-0.672008269,0.694589156,0.840210808,0.604988741,1.435222772,4105.234493,0
48555,0.524362747,0.07587739,0.030747583,1.980075233,0.479179159,1.642666518,1.011119071,0.518843923,0.537995649,-0.73444,-2.877462033,-0.854096883,-0.04038664,0.00332742,0.484769829,0.447694131,1.879605794,-0.246747614,0.415397692,0.175488287,-1.215455457,-1.431704482,0.758888563,-0.362634664,-0.071849983,2.486096731,1.847365503,-0.417505999,3013.527159,0
17159,-0.734910414,-0.272694582,-2.329441651,0.642365592,0.145024172,-1.119939137,2.334246897,0.221598018,1.215883949,0.70896824,-0.557056463,0.685659011,-1.063779191,-1.882168829,0.267615058,-0.421776312,1.7015408,-0.203495289,-0.999878941,-1.960283633,-1.127876764,0.254969581,0.572055266,-0.207619114,1.230019443,-0.220040387,-1.418704892,0.479399662,2856.345697,0
110510,-0.354107641,1.443289554,-0.57438245,-0.213676769,1.058474772,1.472903246,0.416714349,1.050281993,2.178416208,0.085053221,-0.694964077,0.388026198,0.264309802,0.513552197,2.231897605,-0.589957241,-1.448094109,-0.471989748,0.121446342,1.241189588,0.615923907,0.591525833,-0.22592336,-1.279567297,0.32876509,-0.070135192,-0.732401231,-0.34619868,3460.08225,0
106530,0.453537834,-2.206418848,0.334838195,-2.020817585,0.294167538,-0.330731221,-0.064082877,0.107899698,-0.390628643,0.293155556,-0.988042262,-0.026802787,-1.168991358,0.216736454,0.502421399,-0.661167215,0.76424109,-0.347111912,0.445824321,-1.067425367,0.720774465,0.104848529,-0.005238546,-0.136716263,-0.020314312,-0.005136559,0.292982602,-1.790256191,4010.990536,0
80077,1.224584438,-0.545842586,-0.406000664,-1.37757638,0.35297075,-0.653754493,-1.602083009,-0.017741835,0.141380676,-1.019736547,0.18571079,0.699268136,0.382162681,1.704227494,0.105764424,-0.804898452,0.747075742,0.829281433,-0.848121422,0.575097335,0.054756311,0.006486814,-1.20417727,0.049385066,-1.127900033,0.163535989,-0.55257273,-2.043029524,1163.379896,0
35920,1.623396562,-0.870256224,-2.546732112,1.70013491,-0.712289286,0.383823564,0.391952432,-1.071578941,0.866717995,0.695707416,-1.469789493,0.087057554,2.173759408,0.927013445,1.094946349,2.097114642,1.188917148,-0.058712952,1.597878886,0.028412273,-0.210649272,-1.058813577,0.084578576,-1.70360544,0.059710341,0.251780412,-1.880209357,-0.109195761,95.4880135,0
19457,-1.53694796,0.2191106,1.320750128,1.739665252,-1.331106099,0.053040784,0.559432845,-0.223370338,0.611768507,0.312079554,1.202872361,0.548783042,-0.204233486,1.112836744,1.607692027,-0.63062666,0.472414531,0.299577477,1.561240889,1.347622752,0.522254783,-0.043853128,1.626087085,-0.784362251,-0.931085627,-1.155286751,-0.854893769,-2.026215484,636.8586788,0
78953,0.267751224,0.077144786,0.169375051,0.085284069,-0.412922145,-0.197499951,-1.356012272,-0.019515439,1.715088195,0.730303747,0.913580576,1.035828784,-0.094891305,-1.128840914,2.072011283,1.09210544,0.596521482,-1.688888601,2.247680217,-0.863678854,-1.031386478,1.982331838,0.426392198,-1.469942512,-1.230738088,-2.754220672,0.489628556,-0.255336871,826.6546536,0
52995,1.459493603,1.622193102,0.443739291,-1.770244176,-0.727184883,0.21988363,-0.24008732,-2.054754692,-0.107861029,0.34513931,1.359548166,-1.331094499,1.416508298,1.11822432,-0.597564944,0.16373562,-1.032600309,-1.748300684,0.571359707,-0.505613249,1.027440759,-0.067874285,2.230084141,-1.111740919,1.561771972,-0.269970568,-0.280091637,-0.428280612,201.075168,0
171829,-1.685310939,1.951142048,-0.473276152,-1.086975254,-0.166767631,0.037198197,0.011132593,-0.890219342,-0.397437909,0.286016155,-0.527226111,-1.024675396,1.259487925,-0.194896393,0.429778322,-0.355371762,0.421959351,-0.943936791,0.415589143,0.689197459,0.353711623,-0.276322379,0.529746467,-0.301290274,-0.435413702,1.960732595,0.366993329,-1.760994318,3737.842665,0
9692,0.314383494,-0.773083456,0.531489688,-1.623768352,-1.066038363,-0.215597751,0.529525444,0.463356157,1.376296078,-1.820149215,0.207799783,-0.912221835,-0.617645359,-0.691917185,-0.621164002,0.194153275,-0.216577722,1.639451052,-0.077942247,-0.597457998,-0.806446367,-1.616244604,0.280085992,-0.218034865,0.943162351,0.072666052,-1.364142728,-2.715621222,4424.738487,0
37065,-0.002083797,0.000500065,1.834820145,-1.66011126,0.842488737,0.935674379,0.856241412,0.179493363,0.303050424,1.137753042,0.823171011,1.940009409,0.688215568,-2.345416935,2.321155052,0.254625702,0.683631777,2.008574943,0.068169211,1.423175325,-0.084370479,0.365320075,-0.1380284,-0.210432616,-1.056643955,-0.132734295,0.336027688,-0.737234202,3553.538643,0
99299,0.414541814,0.196304417,-0.735072984,2.026802369,-0.730874927,-1.446976716,-0.536557284,-0.253007348,0.540240544,-1.32045777,-0.130806109,0.633474733,-2.952629618,1.313370251,0.04730647,-1.757822702,-0.094515615,0.983010317,0.927017282,-0.757234823,3.47036683,0.437508513,1.971275592,2.030628032,-0.659852153,-0.021977595,-2.095062682,1.467404236,943.927494,0
163678,-0.772304025,-0.797813748,1.667012705,2.059917908,-0.363769021,-0.914664823,0.201360829,-0.607440895,-0.072682753,1.037075293,-0.566604954,0.726619214,-1.004118321,-0.284573245,0.957073988,-0.077703854,0.447200891,-0.39434842,0.017185524,0.588297128,-0.293507495,-0.475869892,-0.464563509,0.252556368,-0.749546573,-0.698906133,0.781375604,0.248197937,3032.617576,0
11534,-1.435618828,0.628382036,0.398564066,-1.120847154,-0.020192103,-0.788215167,0.573735482,-1.742887974,0.927097479,-0.072806833,0.11967905,1.12943805,1.069881305,-0.122219029,-0.165355813,0.006392466,0.616130641,0.426506022,-0.150823791,-0.004087099,0.563021645,-0.244676519,-0.727037239,0.327458571,0.73667103,-0.099391614,1.367812702,-0.747917773,2603.497789,0
40397,-1.913106425,-0.239507369,-0.869432748,-0.008734976,1.123176947,-1.057936662,-0.181779233,-2.175381432,-0.865076923,-1.606718334,-0.205023467,-1.046654419,-0.510224916,0.321036868,0.499103014,-0.329075765,0.634988595,1.262182576,0.558925367,-0.657245919,0.834349144,-1.329401135,-0.881711647,0.062179377,0.497563861,0.04526856,-1.393184236,-0.81899214,4099.997223,0
91387,0.976383953,-1.067634851,2.212390638,-1.28479616,1.758692837,0.085926609,-0.421462297,-0.306687636,-0.458273915,-0.086132575,-1.070681609,-2.038280405,-0.200331877,1.862299802,-1.805846888,-2.122898269,-0.743797755,1.854411742,-0.626339228,1.317476655,0.192310571,0.123307063,2.261925961,-1.496828562,-1.272548219,0.040012773,-0.571918559,0.330389314,4711.551402,0
